address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
189 King Street East,,Gananoque,(613) 382-1882,1200.0,570.0,False,False,False,False,True,False,True,False,True,71,16795,26119430,14619386,False,44.3305,-76.1608,1080.0,570.0,King & Charles Street,K7G1G3,1066,1200.0,570.0,71,1080.0,660.0,king charles street 189 east gananoque k7g1g3,(613) 382-3501,1080.0,570.0,1080.0,570.0,1080.0,570.0
80 Dufferin Street,,Perth,(613) 267-1696,1260.0,570.0,False,False,True,False,True,True,True,True,True,72,30540,44613430,24508768,False,44.9076,-76.265,1080.0,570.0,Dufferin & Wilson,K7H3A7,1778,1200.0,570.0,72,1080.0,660.0,dufferin wilson 80 street perth k7h3a7,(613) 267-1697,1260.0,570.0,1080.0,570.0,1080.0,570.0
1145 King Street East,,Preston,(519) 653-4952,1260.0,600.0,False,False,True,False,True,False,True,False,True,73,31271,44702143,27070681,False,43.3929,-80.3522,1200.0,600.0,King & Dolph,N3H3P7,1537,1200.0,600.0,73,1080.0,660.0,king dolph 1145 street east cambridge preston cambridge-preston cambridgepreston n3h3p7,(519) 653-6921,1260.0,600.0,1200.0,600.0,1200.0,600.0
154 Queensway Road East,,Simcoe,(519) 426-8543,1260.0,600.0,True,False,False,False,True,False,True,True,True,74,39651,59039241,32499754,False,42.8488,-80.2879,1260.0,600.0,Queensway and Ireland,N3Y2N6,2347,1260.0,600.0,74,1080.0,660.0,queensway and ireland 154 road east simcoe n3y2n6,(519) 426-2115,1260.0,600.0,1260.0,600.0,1260.0,600.0
187 Devonshire Ave,P.O.BOX. 354,Iroquois Falls,(705) 258-3202,1080.0,600.0,False,True,True,False,True,False,False,False,True,75,7771,12423866,7188820,False,48.767,-80.6785,1080.0,600.0,Devonshire & Cambridge Avenue,P0K1E0,647,1080.0,600.0,75,,,devonshire cambridge avenue 187 ave pobox 354 iroquois falls p0k1e0,(705) 258-3202,1080.0,600.0,1080.0,600.0,1080.0,600.0
28 Silver Street,P.O. Box 639,Cobalt,(705) 679-5536,1080.0,600.0,True,True,True,False,False,False,True,False,True,76,7797,9365465,8221049,False,47.3957,-79.686,,,Grandview Ave & Silver Street,P0J1C0,431,1080.0,600.0,76,,,grandview ave silver street 28 po box 639 cobalt p0j1c0,(705) 679-5536,1080.0,600.0,1080.0,600.0,1080.0,600.0
Unit #116,2 Poyntz Street,Penetang,(705) 549-2529,1260.0,600.0,False,True,True,False,True,True,False,True,True,77,19941,32880710,18108516,False,44.7655,-79.932,1080.0,600.0,Poyntz Street & Penetang Road,L9M1M2,1458,1080.0,600.0,77,1080.0,660.0,poyntz street penetang road unit #116 2 l9m1m2,(705) 549-2526,1080.0,600.0,1080.0,600.0,1080.0,600.0
55 Armstrong Street,P.O. Box 1469,New Liskeard,(705) 647-4071,1260.0,600.0,True,True,True,False,True,False,True,True,True,78,16347,25355157,13771790,False,47.5069,-79.6711,1080.0,600.0,Armstrong & Cedar,P0J1P0,1048,1080.0,600.0,78,1080.0,660.0,armstrong cedar 55 street po box 1469 new liskeard p0j1p0,(705) 647-4071,1080.0,600.0,1080.0,600.0,1080.0,600.0
15 Ontario Street,,Port Hope,(905) 885-4366,1200.0,570.0,False,False,True,False,True,True,True,False,True,79,27987,47311190,22878970,False,43.9521,-78.2938,1080.0,570.0,Walton Street & Peter Street,L1A2T7,1736,1080.0,570.0,79,1080.0,660.0,walton street peter 15 ontario port hope l1a2t7,(905) 885-5668,1080.0,570.0,1080.0,570.0,1080.0,570.0
19 Seguin Street,,Parry Sound,(705) 746-6376,1260.0,600.0,False,False,True,True,True,True,False,False,True,80,33788,54678300,25903037,False,45.3437,-80.0328,1080.0,600.0,Sequin & Miller,P2A1B2,2096,1080.0,600.0,80,1080.0,660.0,sequin miller 19 seguin street parry sound p2a1b2,(705) 746-5591,1080.0,600.0,1080.0,600.0,1080.0,600.0
55 Front Street,P.O. Box 66,Sturgeon Falls,(705) 753-5074,1260.0,600.0,True,True,True,False,True,True,True,True,True,81,21182,32391576,18962424,False,46.3663,-79.9305,1140.0,600.0,Front & Holditch,P2B2G8,1397,1080.0,600.0,81,1080.0,660.0,front holditch 55 street po box 66 sturgeon falls p2b2g8,(705) 753-0920,1260.0,600.0,1140.0,600.0,1140.0,600.0
449 Kent Street West,,Lindsay,(705) 324-7287,1320.0,570.0,True,False,True,True,True,False,True,True,True,82,49165,81302783,38190919,False,44.3485,-78.7645,1320.0,570.0,Kent & Hwy 35,K9V6C3,2799,1320.0,570.0,82,1080.0,660.0,kent hwy 35 449 street west lindsay k9v6c3,(705) 324-5511,1320.0,570.0,1320.0,570.0,1320.0,570.0
56 Main Street East,,Hawkesbury,(613) 632-4551,1260.0,570.0,False,True,True,True,True,True,True,True,True,83,57647,97667598,44980765,False,45.6089,-74.6122,1260.0,570.0,Hwy 34 & Hwy 17,K6A1A3,2736,1260.0,570.0,83,1080.0,660.0,hwy 34 17 56 main street east hawkesbury k6a1a3,(613) 632-2121,1260.0,570.0,1260.0,570.0,1260.0,570.0
2 Lake Street,P.O. Box 8135,Picton,(613) 476-6685,1260.0,570.0,True,False,True,True,True,True,False,True,True,84,47378,84073303,38803707,False,44.0033,-77.1511,1140.0,570.0,Hwy. 62 / 33 & County Road 10,K0K2T0,2539,1200.0,570.0,84,1080.0,660.0,hwy 62 33 county road 10 2 lake street po box 8135 picton k0k2t0,(613) 476-2862,1260.0,570.0,1140.0,570.0,1140.0,570.0
10 Williams Street West,,Arnprior,(613) 623-7054,1200.0,570.0,False,False,True,False,True,False,True,False,True,85,24954,40353679,21108019,False,45.4304,-76.3575,1080.0,570.0,Daniel & William,K7S1J8,1484,1200.0,570.0,85,1080.0,660.0,daniel william 10 williams street west arnprior k7s1j8,(613) 623-2842,1200.0,570.0,1080.0,570.0,1080.0,570.0
99 King Street North,,Dryden,(807) 223-2360,1260.0,600.0,False,False,True,False,True,True,False,False,True,86,14674,24368121,12248407,False,49.7844,-92.8343,1080.0,600.0,King Street & Kirkpatrick,P8N1C1,1015,1080.0,600.0,86,1080.0,660.0,king street kirkpatrick 99 north dryden p8n1c1,(807) 223-4029,1080.0,600.0,1080.0,600.0,1080.0,600.0
44 Front Street,P.O. Box 9,Sioux Lookout,(807) 737-8072,1080.0,600.0,False,False,False,False,True,False,False,False,True,87,13180,21039566,10511592,False,50.0981,-91.9152,1080.0,600.0,Front St & Fourth Ave,P8T1A1,948,1080.0,600.0,87,1080.0,660.0,front st fourth ave 44 street po box 9 sioux lookout p8t1a1,(807) 737-1753,1080.0,600.0,1080.0,600.0,1080.0,600.0
25 Mechanic Street,,Paris,(519) 442-6032,1260.0,600.0,False,False,True,False,True,True,True,False,True,88,23147,29751208,18369010,False,43.1919,-80.3843,1200.0,600.0,Mechanic St. and Broadway St.,N3L1K1,1297,1260.0,600.0,88,1080.0,660.0,mechanic st and broadway 25 street paris n3l1k1,(519) 442-2541,1260.0,600.0,1200.0,600.0,1200.0,600.0
450 Valois Drive,P.O. Box 159,Mattawa,(705) 744-5381,1200.0,600.0,False,True,True,False,True,False,True,True,True,89,8836,12650025,7319558,False,46.3169,-78.7006,1080.0,600.0,Mcconnell & Main Street,P0H1V0,636,1080.0,600.0,89,1080.0,660.0,mcconnell main street 450 valois drive po box 159 mattawa p0h1v0,(705) 744-5381,1080.0,600.0,1080.0,600.0,1080.0,600.0
45 Richmond Street West,,Oshawa,(905) 723-6933,1260.0,570.0,False,False,True,False,True,False,True,False,True,90,32451,48688120,26167708,False,43.8987,-78.866,1080.0,570.0,Center & Richmond Street,L1G1C9,1495,1080.0,570.0,90,1080.0,660.0,center richmond street 45 west oshawa l1g1c9,(905) 723-7033,1080.0,570.0,1080.0,570.0,1080.0,570.0
5 Summer Hayes Avenue,P.O. Box 306,Kirkland Lake,(705) 567-3686,1260.0,600.0,False,True,True,False,True,False,False,True,True,91,16914,23719885,13800395,False,48.1523,-80.0362,1080.0,600.0,Summer Hayes & Duncan Avenue,P2N3H7,890,1080.0,600.0,91,1080.0,660.0,summer hayes duncan avenue 5 po box 306 kirkland lake p2n3h7,(705) 567-3686,1080.0,600.0,1080.0,600.0,1080.0,600.0
65 Fourth Avenue,P.O. Box 160,Englehart,(705) 544-2549,1200.0,600.0,True,True,True,False,True,False,False,False,True,92,9878,15742908,11293262,False,47.8257,-79.8739,1080.0,600.0,Fourth Avenue & Third Street,P0J1H0,743,1080.0,600.0,92,1080.0,660.0,fourth avenue third street 65 po box 160 englehart p0j1h0,(705) 544-2549,1080.0,600.0,1080.0,600.0,1080.0,600.0
1105 Thompson Road,,Fort Erie,(905) 871-1171,1260.0,600.0,True,False,True,False,True,False,False,True,True,93,35381,54584885,30232920,False,42.9073,-78.9414,1260.0,600.0,Thompson & Garrison Rd,L2A6T7,2093,1260.0,600.0,93,1080.0,660.0,thompson garrison rd 1105 road fort erie l2a6t7,(905) 871-0562,1260.0,600.0,1260.0,600.0,1260.0,600.0
234 Bonnechere Street,,Eganville,(613) 628-2100,1200.0,570.0,False,False,True,False,True,False,False,False,True,94,17898,24311736,14866940,False,45.5439,-77.1055,1080.0,570.0,Hwy. 41 & Hwy 60,K0J1T0,1033,1080.0,570.0,94,1080.0,660.0,hwy 41 60 234 bonnechere street eganville k0j1t0,(613) 628-2100,1080.0,570.0,1080.0,570.0,1080.0,570.0
"200 Franklin Blvd., Unit Fs 3",,Cambridge,(519) 621-3179,1260.0,600.0,False,False,True,True,True,False,True,True,True,95,50539,81659335,42255312,False,43.3571,-80.2866,1260.0,600.0,Franklin & Dundas,N1R8N8,2526,1260.0,600.0,95,1080.0,660.0,franklin dundas 200 blvd unit fs 3 cambridge n1r8n8,(519) 621-6330,1260.0,600.0,1260.0,600.0,1260.0,600.0
78 St. George Street,P.O. Box 278,Deseronto,(613) 396-3864,1200.0,570.0,True,False,True,False,True,False,True,False,True,96,8011,14698299,11745053,False,44.1949,-77.0503,1080.0,570.0,Dundas Street & St. George Street,K0K1X0,636,1080.0,570.0,96,1080.0,660.0,dundas street st george 78 po box 278 deseronto k0k1x0,(613) 396-2711,1080.0,570.0,1080.0,570.0,1080.0,570.0
10 Alkenbrack Street,Unit 1,Napanee,(613) 354-5667,1200.0,570.0,False,False,True,False,True,True,False,True,True,97,35338,50942361,30532613,False,44.2567,-76.9613,1140.0,570.0,Alkenbrack and Centre St. North,K7R0A6,1683,1200.0,570.0,97,1080.0,660.0,alkenbrack and centre st north 10 street unit 1 napanee k7r0a6,(613) 354-5746,1140.0,570.0,1140.0,570.0,1140.0,570.0
372 Main Street South,,Alexandria,(613) 525-3010,1200.0,570.0,False,True,True,False,True,False,False,False,True,98,17799,23623259,14820138,False,45.3014,-74.6292,1080.0,570.0,Main & Lochiel,K0C1A0,1157,1080.0,570.0,98,1080.0,660.0,main lochiel 372 street south alexandria k0c1a0,(613) 525-3010,1080.0,570.0,1080.0,570.0,1080.0,570.0
757 Notre Dame Street,,Embrun,(613) 443-9499,1200.0,570.0,False,True,True,False,True,True,False,True,True,99,20469,30407203,16849741,False,45.2686,-75.3024,1080.0,570.0,Notre Dame & Ste Marie,K0A1W1,1266,1080.0,570.0,99,1080.0,660.0,notre dame ste marie 757 street embrun k0a1w1,(613) 443-2112,1200.0,570.0,1080.0,570.0,1080.0,570.0
25 Elm Street,,Grimsby,(905) 945-6724,1260.0,600.0,False,False,True,False,True,True,False,False,True,101,33296,51991891,28873688,False,43.1925,-79.5619,1260.0,600.0,Christie & Main Street,L3M1H4,1911,1260.0,600.0,101,1080.0,660.0,christie main street 25 elm grimsby l3m1h4,(905) 945-4845,1260.0,600.0,1260.0,600.0,1260.0,600.0
155 Edward Street,,Gravenhurst,(705) 687-8876,1200.0,600.0,True,False,True,True,True,False,False,True,True,102,32682,66923081,25964325,False,44.9085,-79.37,1080.0,600.0,Edward Street & Talisman Drive,P1P1K8,2668,1080.0,600.0,102,1080.0,660.0,edward street talisman drive 155 gravenhurst p1p1k8,(705) 687-2641,1080.0,600.0,1080.0,600.0,1080.0,600.0
139 Barber Street,Box 4073,Espanola,(705) 869-6398,1200.0,600.0,False,True,True,False,True,False,False,False,True,103,15924,23236133,13864808,False,46.2644,-81.7715,1080.0,600.0,Hwy. 6 & Barber Street,P5E1S4,1053,1080.0,600.0,103,1080.0,660.0,hwy 6 barber street 139 box 4073 espanola p5e1s4,(705) 869-1950,1080.0,600.0,1080.0,600.0,1080.0,600.0
163 Main Street,Box 8,Thessalon,(705) 842-2112,1080.0,600.0,True,True,True,False,True,False,False,False,True,104,9239,14305681,12340466,False,46.2559,-83.5569,1080.0,600.0,Hwy. 17B & Huron Street,P0R1L0,610,1080.0,600.0,104,1080.0,660.0,hwy 17b huron street 163 main box 8 thessalon p0r1l0,(705) 842-2112,1080.0,600.0,1080.0,600.0,1080.0,600.0
714 Addington Street East,P.O. Box 100,Tamworth,(613) 379-2201,1200.0,570.0,True,False,False,False,True,False,True,False,True,105,11935,17787444,15310129,False,44.4879,-76.9944,1080.0,570.0,Hwy. 41 & Country Road 4,K0K3G0,731,1080.0,570.0,105,1080.0,660.0,hwy 41 country road 4 714 addington street east po box 100 tamworth k0k3g0,(613) 379-2201,1080.0,570.0,1080.0,570.0,1080.0,570.0
91 King William Street Unit 1,,Huntsville,(705) 789-9852,1200.0,600.0,False,False,True,True,True,False,True,True,True,106,53277,87910252,42327240,False,45.3353,-79.203,1200.0,600.0,Hwy. 11B & William Street,P1H1E5,2986,1200.0,600.0,106,1080.0,660.0,hwy 11b william street 91 king unit 1 huntsville p1h1e5,(705) 789-2591,1200.0,600.0,1200.0,600.0,1200.0,600.0
440 Main Street West,P.O. Box 58,Palmerston,(519) 343-3298,1260.0,600.0,True,False,True,False,True,False,True,False,True,107,12913,17670510,16135263,False,43.833,-80.8576,1080.0,600.0,Hwy. 89 & 23,N0G2P0,887,1080.0,600.0,107,1080.0,660.0,hwy 89 23 440 main street west po box 58 palmerston n0g2p0,(519) 343-2620,1080.0,600.0,1080.0,600.0,1080.0,600.0
30 Woodward Avenue,P.O. Box 1900,Blind River,(705) 356-9881,1080.0,600.0,False,True,True,False,True,False,True,False,True,108,10263,15678716,9213709,False,46.1867,-82.9535,1080.0,600.0,Woodward Avenue & Murray Stree,P0R1B0,714,1080.0,600.0,108,,,woodward avenue murray stree 30 po box 1900 blind river p0r1b0,(705) 356-9881,1080.0,600.0,1080.0,600.0,1080.0,600.0
495 Sandwich Street South,,Amherstburg,(519) 736-9341,1260.0,600.0,False,False,True,False,False,False,True,False,True,109,29697,41134840,24142524,False,42.0938,-83.1072,1080.0,600.0,Sandwich & Pickering,N9V3G5,1435,1200.0,600.0,109,1080.0,660.0,sandwich pickering 495 street south amherstburg n9v3g5,(519) 736-4171,1200.0,600.0,1080.0,600.0,1080.0,600.0
30 Mcnaughton Avenue Unit #10,,Wallaceburg,(519) 627-3370,1260.0,600.0,False,False,True,False,True,False,True,False,True,110,21412,31384216,18340379,False,42.5881,-82.3866,1080.0,600.0,Mcnaughton & Hwy 40,N8A1R9,1200,1080.0,600.0,110,1080.0,660.0,mcnaughton hwy 40 30 avenue unit #10 wallaceburg n8a1r9,(519) 627-5211,1080.0,600.0,1080.0,600.0,1080.0,600.0
15 Church Street,Unit #3,Westport,(613) 273-6128,1080.0,570.0,False,False,True,False,True,False,True,True,False,111,10875,15456291,8289052,False,44.6791,-76.3961,1080.0,570.0,Church & Bedford,K0G1X0,791,1080.0,570.0,111,1080.0,660.0,church bedford 15 street unit #3 westport k0g1x0,(613) 273-2853,1080.0,570.0,1080.0,570.0,1080.0,570.0
25 Brunetville Road,Model City Mall,Kapuskasing,(705) 335-8831,1260.0,600.0,False,True,True,False,True,False,False,True,True,112,13151,20307096,11108332,False,49.4195,-82.4176,1080.0,600.0,Brunetville Road & Ash Street,P5N2E9,949,1080.0,600.0,112,1020.0,660.0,brunetville road ash street 25 model city mall kapuskasing p5n2e9,(705) 335-2835,1080.0,600.0,1080.0,600.0,1080.0,600.0
18 Dunn Street,Po Box 279,Barry's Bay,(613) 756-2022,1200.0,570.0,False,False,True,False,True,False,False,False,True,113,14991,19522360,11477744,False,45.488,-77.6801,1080.0,570.0,Hwy. 60 & 62,K0J1B0,916,1080.0,570.0,113,1080.0,660.0,hwy 60 62 18 dunn street po box 279 barry's barrys bay k0j1b0,(613) 756-2022,1080.0,570.0,1080.0,570.0,1080.0,570.0
318 Atwood Avenue,P.O. Box 175,Rainy River,(807) 852-1408,1080.0,600.0,False,False,True,False,False,False,False,True,True,114,7781,12734911,10601768,False,48.7221,-94.5709,1080.0,600.0,6Th & Atwood,P0W1L0,643,1080.0,600.0,114,,,6th atwood 318 avenue po box 175 rainy river p0w1l0,(807) 852-3262,1080.0,600.0,1080.0,600.0,,
115 King Street South,,Waterloo,(519) 886-1572,1320.0,600.0,False,False,True,True,True,False,True,True,True,115,89945,139610213,68081900,False,43.462,-80.5218,1320.0,600.0,King S. & William,N2J5A3,3453,1320.0,600.0,115,1080.0,660.0,king s william 115 street south waterloo n2j5a3,(519) 886-4970,1320.0,600.0,1320.0,600.0,1320.0,600.0
31 Church Street West,,Elmira,(519) 669-0317,1260.0,600.0,False,False,True,False,True,False,True,False,True,116,15023,20965266,12487572,False,43.6,-80.5599,1080.0,600.0,Church & Arthur Street,N3B1M2,1066,1080.0,600.0,116,1080.0,660.0,church arthur street 31 west elmira n3b1m2,(519) 669-5565,1260.0,600.0,1080.0,600.0,1080.0,600.0
25 Lorne Street South,P.O. Box 1707,Chapleau,(705) 864-0392,1200.0,600.0,False,True,True,False,True,False,False,False,False,117,9265,14305224,8158165,False,47.8426,-83.4009,,,Lorne Street & Birch Road,P0M1K0,650,1080.0,600.0,117,,,lorne street birch road 25 south po box 1707 chapleau p0m1k0,(705) 864-0392,1080.0,600.0,1080.0,600.0,1080.0,600.0
12 Hanna Street,P.O. Box 968,Capreol,(705) 858-1552,1260.0,600.0,True,True,True,False,True,False,True,False,True,118,10128,15782844,16754849,False,46.7062,-80.9219,1080.0,600.0,Hanna & Dennie,P0M1H0,623,1080.0,600.0,118,1080.0,660.0,hanna dennie 12 street po box 968 capreol p0m1h0,(705) 858-1552,1080.0,600.0,1080.0,600.0,1080.0,600.0
205 Elgin Street,Box 190,Merrickville,(613) 269-4423,1260.0,570.0,True,False,True,False,True,False,False,False,True,119,15925,20261112,13861359,False,44.9154,-75.8348,1080.0,570.0,Elgin & Wellington St,K0G1N0,1008,1080.0,570.0,119,1080.0,660.0,elgin wellington st 205 street box 190 merrickville k0g1n0,(613) 269-4623,1080.0,570.0,1080.0,570.0,1080.0,570.0
1109 Westshore Road,,Pelee Island,(519) 724-2383,1080.0,600.0,False,False,True,False,True,False,True,False,False,120,11501,13734024,10705828,False,41.762,-82.6887,1080.0,600.0,West Dock,N0R1M0,617,1080.0,600.0,120,,,west dock 1109 westshore road pelee island n0r1m0,(519) 724-2961,1080.0,600.0,1080.0,600.0,,
3926 Champlain Street,P.O. Box 39,Bourget,(613) 487-3372,1080.0,570.0,False,True,True,False,False,False,False,False,True,121,6579,8560328,8051726,False,45.4312,-75.1563,,,Russel & Champlain Road,K0A1E0,528,1080.0,570.0,121,1080.0,660.0,russel champlain road 3926 street po box 39 bourget k0a1e0,(613) 487-3372,1080.0,570.0,1080.0,570.0,1080.0,570.0
806 George Street,P.O. Box 158,Hearst,(705) 362-4556,1260.0,600.0,False,True,True,False,True,False,False,True,True,122,11747,18987070,10067236,False,49.6887,-83.6633,1080.0,600.0,8Th Street & George Street,P0L1N0,855,1080.0,600.0,122,1080.0,660.0,8th street george 806 po box 158 hearst p0l1n0,(705) 362-4556,1080.0,600.0,1080.0,600.0,1080.0,600.0
16 Molan Street,,Lancaster,(613) 347-2056,1080.0,570.0,True,True,True,False,True,True,False,False,True,123,17022,25445678,15646628,False,45.1413,-74.4987,1080.0,570.0,Molan Street & Hwy 34,K0C1N0,1205,1080.0,570.0,123,1080.0,660.0,molan street hwy 34 16 lancaster k0c1n0,(613) 347-2056,1080.0,570.0,1080.0,570.0,1080.0,570.0
20 Queen Street,P.O. Box 910,Niagara-On-The-Lake,(905) 468-8729,1200.0,600.0,True,False,False,False,True,False,True,True,True,124,19189,31516283,17857866,False,43.255,-79.0716,1080.0,600.0,Queen & King,L0S1J0,1182,1200.0,600.0,124,1080.0,660.0,queen king 20 street po box 910 niagara on the lake niagara-on-the-lake niagaraonthelake l0s1j0,(905) 468-3321,1080.0,600.0,1080.0,600.0,1080.0,600.0
3000 Richelieu Street - Unit 2,,Rockland,(613) 446-4421,1200.0,570.0,False,True,True,False,True,False,True,True,True,125,37157,57287586,31433265,False,45.5339,-75.3056,1200.0,570.0,Richelieu & Poupart,K4K0B5,2009,1200.0,570.0,125,1080.0,660.0,richelieu poupart 3000 street -  unit 2 rockland k4k0b5,(613) 446-4472,1200.0,570.0,1200.0,570.0,1200.0,570.0
34 Queen Street South,P.O. Box 250,Tilbury,(519) 682-1451,1200.0,600.0,False,True,True,False,True,False,False,False,True,126,15273,22282165,12256058,False,42.2577,-82.4321,1080.0,600.0,Hwy. 2 & Queen Street,N0P2L0,1114,1080.0,600.0,126,1080.0,660.0,hwy 2 queen street 34 south po box 250 tilbury n0p2l0,(519) 682-1451,1080.0,600.0,1080.0,600.0,1080.0,600.0
15 Main Street,P.O. Box Morrisburg Shopping Centre,Morrisburg,(613) 543-0865,1200.0,570.0,False,True,True,False,True,False,False,True,True,127,14349,20560188,10685599,False,44.9004,-75.1837,1080.0,570.0,Hwy. 31 & 2,K0C1X0,927,1080.0,570.0,127,1080.0,660.0,hwy 31 2 15 main street po box morrisburg shopping centre k0c1x0,(613) 543-2552,1080.0,570.0,1080.0,570.0,1080.0,570.0
65 Bruce Street,65 Bruce Street,South Porcupine,(705) 235-4722,1200.0,600.0,False,True,True,False,True,False,True,True,True,128,10405,16492576,9605442,False,48.4779,-81.2117,1080.0,600.0,Bruce & Main Street,P0N1H0,723,1080.0,600.0,128,1080.0,660.0,bruce main street 65 south porcupine p0n1h0,(705) 235-4722,1080.0,600.0,1080.0,600.0,1080.0,600.0
100 Main Street,P.O. Box 310,Geraldton,(807) 854-1171,1080.0,600.0,False,True,True,False,True,False,False,False,False,129,8049,12706128,6974263,False,49.7254,-86.9482,,,3 Street & Main Street,P0T1M0,649,1080.0,600.0,129,,,3 street main 100 po box 310 geraldton p0t1m0,(807) 854-1171,1080.0,600.0,1080.0,600.0,1080.0,600.0
